abstract,academicAdvisor,almaMater,award,birthDate,birthName,birthPlace,categories,child,citizenship,comment,deathDate,deathPlace,description,doctoralAdvisor,doctoralStudent,field,fullName,gender,givenName,influenced,influencedBy,isPrimaryTopicOf,knownFor,name,nationality,notableStudent,parent,residence,resource,signature,source,spouse,surname,theorized,thesisTitle,thesisUrl,thesisYear,thumbnail,wasDerivedFrom,wikiPageID,wikiPageRevisionID,workplaces
"Kendal Nezan is a French-Kurdish nuclear physicist and president of the Kurdish Institute of Paris. He is also a board member of the Washington Kurdish Institute. In 1975, Nezan established the France-Kurdistan Society, which included the leading French intellectual Jean-Paul Sartre. Nezan maintains close relations with numerous European governments and the European Parliament.",,,,1949-01-01,,"Silvan, Diyarbakır",French nuclear physicists|Kurdish physicists|Kurdish scientists|Living people,,,"Kendal Nezan is a French-Kurdish nuclear physicist and president of the Kurdish Institute of Paris. He is also a board member of the Washington Kurdish Institute. In 1975, Nezan established the France-Kurdistan Society, which included the leading French intellectual Jean-Paul Sartre. Nezan maintains close relations with numerous European governments and the European Parliament.",,,French physicist,,,,Kendal Nezan,male,,,,http://en.wikipedia.org/wiki/Kendal_Nezan,,Kendal Nezan,,,,,http://dbpedia.org/resource/Kendal_Nezan,,http://dbpedia.org/data/Kendal_Nezan.json,,,,,,,,http://en.wikipedia.org/wiki/Kendal_Nezan?oldid=715138671,19312144,715138671,
"Kenneth Geddes Wilson (June 8, 1936 – June 15, 2013) was an American theoretical physicist and a pioneer in leveraging computers for studying particle physics. He was awarded the 1982 Nobel Prize in Physics for his work on phase transitions—illuminating the subtle essence of phenomena like melting ice and emerging magnetism. It was embodied in his fundamental work on the renormalization group.",,California Institute of Technology|Harvard University,Dannie Heineman Prize for Mathematical Physics|Dirac Medal|Eringen Medal|Nobel Prize in Physics|Wolf Prize,1936-06-08,Kenneth Geddes Wilson,"Waltham, Massachusetts",1936 births|2013 deaths|American Nobel laureates|American physicists|California Institute of Technology alumni|Cornell University faculty|Fellows of the American Academy of Arts and Sciences|Fellows of the American Physical Society|Guggenheim Fellows|Harvard University alumni|Members of the United States National Academy of Sciences|Nobel laureates in Physics|Ohio State University faculty|People associated with CERN|Putnam Fellows|Theoretical physicists|Wolf Prize in Physics laureates,,,"Kenneth Geddes Wilson (June 8, 1936 – June 15, 2013) was an American theoretical physicist and a pioneer in leveraging computers for studying particle physics. He was awarded the 1982 Nobel Prize in Physics for his work on phase transitions—illuminating the subtle essence of phenomena like melting ice and emerging magnetism. It was embodied in his fundamental work on the renormalization group.",2013-06-15,"Saco, Maine",physicist,Murray Gell-Mann,H. R. Krishnamurthy|Michael Peskin|Paul Ginsparg|Paulo Caldas|Roman Jackiw|Serge Rudaz|Steven R. White,Theoretical physics,Kenneth G. Wilson,male,Kenneth,,,http://en.wikipedia.org/wiki/Kenneth_G._Wilson,Phase transition|Renormalization group|Wilson loop,Kenneth G. Wilson,United States,,,,http://dbpedia.org/resource/Kenneth_G._Wilson,,http://dbpedia.org/data/Kenneth_G._Wilson.json,,Wilson,,An investigation of the Low equation and the Chew-Mandelstam equations,http://thesis.library.caltech.edu/4205/,1961,,http://en.wikipedia.org/wiki/Kenneth_G._Wilson?oldid=744655076,396743,744655076,Cornell University|Ohio State University
"Kenneth Douglas Lane is an American theoretical particle physicist and professor of physics at Boston University. Lane is best known for his role in the development of extended technicolor models of physics beyond the Standard Model. Lane received his B.Sc. and M.Sc. in physics at the Georgia Institute of Technology, and was a student of Chung Wook Kim at Johns Hopkins University, where he received his Ph.D. in 1970. His physics research focuses on the problems of electroweak and flavor symmetry breaking. With Estia J. Eichten, Lane co-invented extended technicolor. He and Eichten also contributed to early work on charmonium with Kurt Gottfried, Tom Kinoshita and Tung-Mow Yan. In 1984 he coauthored ""Supercollider Physics"" (with Eichten, Ian Hinchliffe and Chris Quigg), which has strongly influenced the quest for future discoveries at hadron colliders such as the Fermilab Tevatron the SSC, and the LHC at CERN. In 2011 Dr Lane with Chris Quigg, Estia Eichten, and Ian Hinchliffe won the J. J. Sakurai Prize for Theoretical Particle Physics ""For their work, separately and collectively, to chart a course of the exploration of TeV scale physics using multi-TeV hadron colliders""",,Georgia Institute of Technology|Johns Hopkins University,Sakurai Prize,2000-01-01,,,American academics|American physicists|Boston University faculty|Georgia Institute of Technology alumni|J. J. Sakurai Prize for Theoretical Particle Physics recipients|Jewish American scientists|Johns Hopkins University alumni|Living people|Particle physicists|Theoretical physicists|Year of birth missing (living people),,,"Kenneth Douglas Lane is an American theoretical particle physicist and professor of physics at Boston University. Lane is best known for his role in the development of extended technicolor models of physics beyond the Standard Model. Lane received his B.Sc. and M.Sc. in physics at the Georgia Institute of Technology, and was a student of Chung Wook Kim at Johns Hopkins University, where he received his Ph.D. in 1970.",,,American physicist,Chung Wook Kim,,,Kenneth Lane (physicist),male,Kenneth,,,http://en.wikipedia.org/wiki/Kenneth_Lane_(physicist),Collider|Quarkonium|Technicolor (physics),Kenneth Lane,United States,,,United States,http://dbpedia.org/resource/Kenneth_Lane_(physicist),,http://dbpedia.org/data/Kenneth_Lane_(physicist).json,,Lane,,,,,http://en.wikipedia.org/wiki/Special:FilePath/Kenneth-lane.JPG?width=300,http://en.wikipedia.org/wiki/Kenneth_Lane_(physicist)?oldid=723186854,6908585,723186854,
"Kenneth Young (楊綱凱) is a Professor of Physics at the Chinese University of Hong Kong (CUHK). He obtained his BSc in Physics in 1969, and his PhD in Physics and Mathematics at the California Institute of Technology, USA. He took a position at CUHK in 1973, and embarked on a highly regarded career as a theoretical physicist. He has produced extensive research in elementary particles, field theory, high energy phenomenology and dissipative systems. Young has contributed greatly to the development of higher education in Hong Kong, administering grants, educational program development, and worked to develop both Chinese and international professional associations by assuming various responsibilities during their development. In the later stages of his career Young has moved away from administration roles in universities, and toward direct teaching of students. He reflects that ""one has to have passion in one’s subject. You cannot disguise it and it would help tremendously if the students could feel and see you have it in you. It makes teaching all the more effective.""  He is also a proponent of contextual teaching in physics.",,,,,,,20th-century physicists|21st-century physicists|Academics of Chinese University of Hong Kong|Alumni of St. Paul's Co-educational College|California Institute of Technology alumni|Living people|Theoretical physicists,,,"Kenneth Young (楊綱凱) is a Professor of Physics at the Chinese University of Hong Kong (CUHK). He obtained his BSc in Physics in 1969, and his PhD in Physics and Mathematics at the California Institute of Technology, USA. He took a position at CUHK in 1973, and embarked on a highly regarded career as a theoretical physicist. He has produced extensive research in elementary particles, field theory, high energy phenomenology and dissipative systems. Young has contributed greatly to the development of higher education in Hong Kong, administering grants, educational program development, and worked to develop both Chinese and international professional associations by assuming various responsibilities during their development. In the later stages of his career Young has moved away from administra",,,Chinese physicist,,,,Kenneth Young,male,Kenneth,,,http://en.wikipedia.org/wiki/Kenneth_Young,,Kenneth Young,,,,,http://dbpedia.org/resource/Kenneth_Young,,http://dbpedia.org/data/Kenneth_Young.json,,Young,,,,,,http://en.wikipedia.org/wiki/Kenneth_Young?oldid=739019589,38754146,739019589,
"Kip Stephen Thorne, (born June 1, 1940) is an American theoretical physicist, known for his contributions in gravitational physics and astrophysics. A longtime friend and colleague of Stephen Hawking and Carl Sagan, he was the Feynman Professor of Theoretical Physics at the California Institute of Technology (Caltech) until 2009 and is one of the world's leading experts on the astrophysical implications of Einstein's general theory of relativity. He continues to do scientific research and scientific consulting, most notably for the Christopher Nolan film, Interstellar.",,California Institute of Technology|Princeton University,Albert Einstein Medal|Fundamental Physics Prize|Gruber Prize in Cosmology|Kavli Prize|Lilienfeld Prize|Shaw Prize,1940-06-01,Kip Stephen Thorne,"Logan, Utah","1940 births|American astronomers|American atheists|American physicists|California Institute of Technology alumni|California Institute of Technology faculty|Fellows of the American Academy of Arts and Sciences|Fellows of the American Physical Society|Foreign Members of the Russian Academy of Sciences|Former Latter Day Saints|Gravitational-wave astronomy|Guggenheim Fellows|Living people|Members of the United States National Academy of Sciences|Particle physicists|People from Logan, Utah|Princeton University alumni, 1960–69|Relativity theorists|UNESCO Niels Bohr Medal recipients",,,"Kip Stephen Thorne, (born June 1, 1940) is an American theoretical physicist, known for his contributions in gravitational physics and astrophysics. A longtime friend and colleague of Stephen Hawking and Carl Sagan, he was the Feynman Professor of Theoretical Physics at the California Institute of Technology (Caltech) until 2009 and is one of the world's leading experts on the astrophysical implications of Einstein's general theory of relativity. He continues to do scientific research and scientific consulting, most notably for the Christopher Nolan film, Interstellar.",,,Physicist,John Archibald Wheeler,Alan Lightman|Bernard F. Schutz|Carlton M. Caves|Clifford Martin Will|David L. Lee|Don Page (physicist)|Lee Samuel Finn|Richard H. Price|Sándor J. Kovács|Saul Teukolsky|Wai-mo Suen|William H. Press|William L. Burke,Astrophysics|Gravity,Kip Thorne,male,Kip,,,http://en.wikipedia.org/wiki/Kip_Thorne,Cosmology|General relativity,Kip Thorne,United States,,,,http://dbpedia.org/resource/Kip_Thorne,,http://dbpedia.org/data/Kip_Thorne.json,,Thorne,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kip_Thorne_at_Caltech.jpg?width=300,http://en.wikipedia.org/wiki/Kip_Thorne?oldid=742481284,238517,742481284,
"Klaus von Klitzing (born 28 June 1943, Schroda) is a German physicist, known for discovery of the integer quantum Hall effect, for which he was awarded the 1985 Nobel Prize in Physics.",,,Dirac Medal|Fellow of the Royal Society|Nobel Prize in Physics,1943-06-28,,Gmina Środa Wielkopolska|Nazi Germany|Reichsgau Wartheland|Środa Wielkopolska,1943 births|Braunschweig University of Technology alumni|Foreign Members of the Chinese Academy of Sciences|Foreign Members of the Royal Society|Foreign Members of the Russian Academy of Sciences|German Nobel laureates|German physicists|German Roman Catholics|Grand Crosses with Star and Sash of the Order of Merit of the Federal Republic of Germany|Living people|Max Planck Society people|Members of the Bavarian Maximilian Order for Science and Art|Members of the Pontifical Academy of Sciences|Members of the United States National Academy of Sciences|Nobel laureates in Physics|People from Środa Wielkopolska|Recipients of the Austrian Decoration for Science and Art|Recipients of the Order of Merit of Baden-Württemberg|Semiconductor physicists|Technische Universität München faculty|University of Würzburg alumni,,,"Klaus von Klitzing (born 28 June 1943, Schroda) is a German physicist, known for discovery of the integer quantum Hall effect, for which he was awarded the 1985 Nobel Prize in Physics.",,,German Physicist,,,Physics,Klaus von Klitzing,male,Klaus,,,http://en.wikipedia.org/wiki/Klaus_von_Klitzing,Quantum Hall effect,Klaus von Klitzing,German,,,,http://dbpedia.org/resource/Klaus_von_Klitzing,,http://dbpedia.org/data/Klaus_von_Klitzing.json,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Klausvonklitzing.jpg?width=300,http://en.wikipedia.org/wiki/Klaus_von_Klitzing?oldid=731733812,670471,731733812,
"Sir Konstantin Sergeevich Novoselov FRS FRSC FInstP (born 23 August 1974) is a Russian-British physicist, and Langworthy Professor in the School of Physics and Astronomy at the University of Manchester. His work on graphene with Andre Geim earned them the Nobel Prize in Physics in 2010.",,Moscow Institute of Physics and Technology|Radboud University Nijmegen,Carbon Medal|European Physical Society|Fellow of the Royal Society|Institute of Physics|International Union of Pure and Applied Physics|Knight Bachelor|Leverhulme Medal (Royal Society)|Nicholas Kurti|Nobel Prize in Physics|Onsager Medal|Order of the Netherlands Lion|Royal Society of Chemistry|TR35,1974-08-23,Konstantin Sergeevich Novoselov,Nizhny Tagil|Russian Soviet Federative Socialist Republic|Soviet Union,1974 births|Academics of the University of Manchester|British Nobel laureates|British physicists|Fellows of the Royal Society|Graphene|Knights Bachelor|Living people|Moscow Institute of Physics and Technology alumni|Nobel laureates in Physics|People from Nizhny Tagil|Russian agnostics|Russian emigrants to the United Kingdom|Russian inventors|Russian Nobel laureates|Russian physicists,,,"Sir Konstantin Sergeevich Novoselov FRS FRSC FInstP (born 23 August 1974) is a Russian-British physicist, and Langworthy Professor in the School of Physics and Astronomy at the University of Manchester. His work on graphene with Andre Geim earned them the Nobel Prize in Physics in 2010.",,,Russo-British physicist,Andre Geim,,Solid-state physics,Konstantin Novoselov,male,Konstantin,,,http://en.wikipedia.org/wiki/Konstantin_Novoselov,Graphene,Konstantin Novoselov|Sir Konstantin Novoselov,Russia|United Kingdom,,,Manchester,http://dbpedia.org/resource/Konstantin_Novoselov,,http://dbpedia.org/data/Konstantin_Novoselov.json,Irina Barbolina,Novoselov,,Development and Applications of Mesoscopic Hall Microprobes,http://repository.ubn.ru.nl/handle/2066/19519,2004,http://commons.wikimedia.org/wiki/Special:FilePath/Konstantin_Novoselov_portrait.jpg?width=300,http://en.wikipedia.org/wiki/Konstantin_Novoselov?oldid=743692928,28848171,743692928,Moscow Institute of Physics and Technology|Radboud University Nijmegen|University of Manchester
"Konstantin Petrzhak (alternatively Pietrzak; Russian: Константи́н Анто́нович Петржак; IPA: [kənstɐnʲˈtʲin ɐnˈtonəvʲɪtɕ pʲɛdʐak]; 1907–1998) was a Soviet–Russian nuclear physicist and university professor of Polish origin. He discovered spontaneous fission of uranium with Georgy Flyorov in 1940; in addition, he also aided in Soviet Union's atomic bomb project .",Vitaly Khlopin,Saint Petersburg State University,,1907-09-04,,Congress Poland|Łuków|Russian Empire,"1907 births|1998 deaths|20th-century physicists|Nuclear weapons program of the Soviet Union|People from Łuków County|Recipients of the Order of the Badge of Honour|Recipients of the Order of the Patriotic War, 2nd class|Recipients of the Order of the Red Banner of Labour|Russian nuclear physicists|Saint Petersburg State University alumni|Soviet military personnel of World War II|Soviet nuclear physicists|Soviet people of Polish descent|Stalin Prize winners",,,"Konstantin Petrzhak (alternatively Pietrzak; Russian: Константи́н Анто́нович Петржак; IPA: [kənstɐnʲˈtʲin ɐnˈtonəvʲɪtɕ pʲɛdʐak]; 1907–1998) was a Soviet–Russian nuclear physicist and university professor of Polish origin. He discovered spontaneous fission of uranium with Georgy Flyorov in 1940; in addition, he also aided in Soviet Union's atomic bomb project .",1998-10-10,Russia|Saint Petersburg,a Soviet physicist,Igor Kurchatov,,Physics,Konstantin Petrzhak,male,Konstantin,,Igor Kurchatov,http://en.wikipedia.org/wiki/Konstantin_Petrzhak,Soviet atomic bomb project,Konstantin Petrzhak,Poles,,,,http://dbpedia.org/resource/Konstantin_Petrzhak,,http://dbpedia.org/data/Konstantin_Petrzhak.json,,Petrzhak,,,,,,http://en.wikipedia.org/wiki/Konstantin_Petrzhak?oldid=739502483,43977155,739502483,
"Kurt Binder (born 10 February 1944) is an Austrian physicist. He received his Ph.D. in 1969 at the Technical University of Vienna, and his habilitation degree 1973 at the Technical University of Munich, before, in the next year, becoming a Professor for Theoretical Physics at the Saarland University (after having rejected an offer of the Freie University in Berlin). From 1977 to 1983, he headed a group for Theoretical Physics in the Institute for Solid State Research at the Forschungszentrum Jülich, prior to taking his present post as a University Professor for Theoretical Physics at the University of Mainz, Germany. Since 1989 he is also an externalmember of the Max-Planck-Institute for Polymer Physics in Mainz. Since 1977, Binder is married to Marlies Ecker. They are parents of two sons. His research is in several areas of condensed matter physics and statistical physics. He is best known for pioneering the development of Monte Carlo simulations as a quantitative tool in statistical and condensed matterphysics, establishing simulations as a third branch in addition to theoryand experiment, and for catalyzing its application in many areas of physical research. He made very important contributions to numerous fields, ranging from phase transitions and spin glasses to polymer physics. He is one of the worldwide most cited physicists. Binder is member of the editorial board of several leading scientific journals as well asof academies of science in Austria, Bulgaria, and Germany.",,,Boltzmann Medal|Max Planck Medal,1944-02-10,,Austria|Korneuburg,1944 births|Austrian physicists|Living people|People from Korneuburg|Saarland University faculty|Technische Universität München alumni|University of Mainz faculty|Vienna University of Technology alumni,,,"Kurt Binder (born 10 February 1944) is an Austrian physicist. He received his Ph.D. in 1969 at the Technical University of Vienna, and his habilitation degree 1973 at the Technical University of Munich, before, in the next year, becoming a Professor for Theoretical Physics at the Saarland University (after having rejected an offer of the Freie University in Berlin). From 1977 to 1983, he headed a group for Theoretical Physics in the Institute for Solid State Research at the Forschungszentrum Jülich, prior to taking his present post as a University Professor for Theoretical Physics at the University of Mainz, Germany. Since 1989 he is also an externalmember of the Max-Planck-Institute for Polymer Physics in Mainz.",,,Austrian physicist,,,Theoretical physics,Kurt Binder,male,Kurt,,,http://en.wikipedia.org/wiki/Kurt_Binder,Monte Carlo method|Phase transition|Polymer physics,Kurt Binder,,,,,http://dbpedia.org/resource/Kurt_Binder,,http://dbpedia.org/data/Kurt_Binder.json,,Binder,,,,,,http://en.wikipedia.org/wiki/Kurt_Binder?oldid=743939259,17253672,743939259,Germany|University of Mainz
"Kyriakos Tamvakis (Greek: Κυριάκος Ταμβάκης; born in 1950) is a Greek theoretical physicist and professor at the University of Ioannina. Kyriakos Tamvakis studied at the University of Athens and gained his Ph.D. at Brown University, Providence, Rhode Island, USA in 1978. His thesis title was ""Induced Boson Selfcouplings In Four Fermion And Yukawa Theories"". Since then he has held several positions at CERN’s Theory Division in Geneva, Switzerland. He has been Professor of Theoretical Physics at the University of Ioannina, Greece, since 1982. Professor Tamvakis has published more than 100 articles on theoretical high-energy physics in various journals and has written two textbooks in Greek, on quantum mechanics and on classical electrodynamics.",,,,1950-01-01,,Greece,1950 births|Greek physicists|Living people|People associated with CERN|Theoretical physicists,,,"Kyriakos Tamvakis (Greek: Κυριάκος Ταμβάκης; born in 1950) is a Greek theoretical physicist and professor at the University of Ioannina. Kyriakos Tamvakis studied at the University of Athens and gained his Ph.D. at Brown University, Providence, Rhode Island, USA in 1978. His thesis title was ""Induced Boson Selfcouplings In Four Fermion And Yukawa Theories"". Since then he has held several positions at CERN’s Theory Division in Geneva, Switzerland. He has been Professor of Theoretical Physics at the University of Ioannina, Greece, since 1982. Professor Tamvakis has published more than 100 articles on theoretical high-energy physics in various journals and has written two textbooks in Greek, on quantum mechanics and on classical electrodynamics.",,,Theoretical physicist,Gerald Guralnik,,Theoretical physics,Kyriakos Tamvakis,male,,,,http://en.wikipedia.org/wiki/Kyriakos_Tamvakis,Quantum field theory|Theoretical physics,Kyriakos Tamvakis,Greece,,,,http://dbpedia.org/resource/Kyriakos_Tamvakis,,http://dbpedia.org/data/Kyriakos_Tamvakis.json,,,,,,,,http://en.wikipedia.org/wiki/Kyriakos_Tamvakis?oldid=715883873,19079639,715883873,
"Lars Onsager (November 27, 1903 – October 5, 1976) was a Norwegian-born American physical chemist and theoretical physicist. He held the Gibbs Professorship of Theoretical Chemistry at Yale University. He was awarded the Nobel Prize in Chemistry in 1968.",,Norwegian University of Science and Technology|Yale University,Fellow of the Royal Society|Lorentz Medal|National Medal of Science|Nobel Prize in Chemistry|Peter Debye Award|Willard Gibbs Award,1903-11-27,,Norway|Oslo,1903 births|1976 deaths|American engineers|American Nobel laureates|American physical chemists|American physicists|Brown University faculty|Burials at Grove Street Cemetery|Lorentz Medal winners|Mathematical physicists|Members of the United States National Academy of Sciences|National Medal of Science laureates|Nobel laureates in Chemistry|Norwegian emigrants to the United States|Norwegian engineers|Norwegian Institute of Technology alumni|Norwegian Nobel laureates|Norwegian physical chemists|People from Oslo|Theoretical physicists|Thermodynamicists|Yale University alumni|Yale University faculty,,,"Lars Onsager (November 27, 1903 – October 5, 1976) was a Norwegian-born American physical chemist and theoretical physicist. He held the Gibbs Professorship of Theoretical Chemistry at Yale University. He was awarded the Nobel Prize in Chemistry in 1968.",1976-10-05,"Coral Gables, Florida|Florida",Physical chemist,Peter Debye,Joseph L. McCauley,Physical chemistry,Lars Onsager,male,Lars,,,http://en.wikipedia.org/wiki/Lars_Onsager,De Haas–van Alphen effect|Ising model|Onsager reciprocal relations|Onsager–Machlup function,Lars Onsager,Norway,,,United States,http://dbpedia.org/resource/Lars_Onsager,,http://dbpedia.org/data/Lars_Onsager.json,,Onsager,,,,,,http://en.wikipedia.org/wiki/Lars_Onsager?oldid=713803940,37175,713803940,
"Laura Maria Caterina Bassi (31 October 1711 – 20 February 1778) was an Italian physicist and academic, recognized as the first woman in the world to earn a university chair in a scientific field of studies. She received a doctoral degree from the University of Bologna in May 1732, the third academic qualification ever bestowed on a woman by a university, and the first woman to earn a professorship in physics at a university in Europe. She was the first woman to be offered an official teaching position at a university in Europe.",,University of Bologna,,1711-10-31,,Bologna|Papal States,1711 births|1778 deaths|18th-century Italian women|18th-century women scientists|Italian physicists|Italian women scientists|People from Bologna|Women physicists,,,"Laura Maria Caterina Bassi (31 October 1711 – 20 February 1778) was an Italian physicist and academic, recognized as the first woman in the world to earn a university chair in a scientific field of studies. She received a doctoral degree from the University of Bologna in May 1732, the third academic qualification ever bestowed on a woman by a university, and the first woman to earn a professorship in physics at a university in Europe. She was the first woman to be offered an official teaching position at a university in Europe.",1778-02-20,Bologna|Papal States,Italian physicist,,,Anatomy|Biology|History|Medicine|Physics,Laura Bassi,female,Catarina,Dorothea Erxleben|Marie François Xavier Bichat,,http://en.wikipedia.org/wiki/Laura_Bassi,First female university professor of Europe,Laura Bassi,Italians,,,,http://dbpedia.org/resource/Laura_Bassi,,http://dbpedia.org/data/Laura_Bassi.json,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Laura_Bassi.jpg?width=300,http://en.wikipedia.org/wiki/Laura_Bassi?oldid=744160685,1647075,744160685,University of Bologna
"Laura Mersini-Houghton (née Mersini) is an Albanian-American cosmologist and theoretical physicist, and associate professor at the University of North Carolina at Chapel Hill. She is a proponent of the multiverse hypothesis which holds that our universe is one of many. She argues that anomalies in the current structure of the universe are best explained as the gravitational tug exerted by other universes.",,"University of Maryland, College Park|University of Tirana|University of Wisconsin–Milwaukee",,,,Albania|Tirana,"Albanian emigrants to the United States|Albanian physicists|Cosmologists|Living people|People from Tirana|University of Maryland, College Park alumni|University of North Carolina at Chapel Hill faculty|University of Tirana alumni|University of Wisconsin–Milwaukee alumni|Year of birth missing (living people)",,,"Laura Mersini-Houghton (née Mersini) is an Albanian-American cosmologist and theoretical physicist, and associate professor at the University of North Carolina at Chapel Hill. She is a proponent of the multiverse hypothesis which holds that our universe is one of many. She argues that anomalies in the current structure of the universe are best explained as the gravitational tug exerted by other universes.",,,Albanian cosmologist and theoretical physicist,Leonard Parker,,Theoretical physics,Laura Mersini-Houghton,female,Laura,,,http://en.wikipedia.org/wiki/Laura_Mersini-Houghton,work on theory of multiverses,Laura Mersini-Houghton,Albanians,,,,http://dbpedia.org/resource/Laura_Mersini-Houghton,,http://dbpedia.org/data/Laura_Mersini-Houghton.json,,Mersini-Houghton,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Laura-Mersini-Houghton.jpg?width=300,http://en.wikipedia.org/wiki/Laura_Mersini-Houghton?oldid=737048355,4427370,737048355,University of North Carolina at Chapel Hill
"Lawrence Maxwell Krauss (born 27 May 1954) is an American theoretical physicist and cosmologist who is Foundation Professor of the School of Earth and Space Exploration at Arizona State University, and director of its Origins Project. He is known as an advocate of the public understanding of science, of public policy based on sound empirical data, of scientific skepticism and of science education, and works to reduce the influence of what he opines as superstition and religious dogma in popular culture. Krauss is the author of several bestselling books, including The Physics of Star Trek (1995) and A Universe from Nothing (2012), and chairs the Bulletin of the Atomic Scientists Board of Sponsors.",,Carleton University,Andrew Gemant Award|Lilienfeld Prize|Oersted Medal|Richard Dawkins Award|Science Writing Award,1954-05-27,Lawrence Maxwell Krauss,New York City,1954 births|American astronomers|American atheists|American humanists|American physicists|American science writers|American skeptics|Antitheists|Arizona State University faculty|Atheism activists|Canadian astronomers|Canadian atheists|Canadian physicists|Canadian science writers|Canadian skeptics|Carleton University alumni|Case Western Reserve University faculty|Fellows of the Committee for Skeptical Inquiry|Harvard Fellows|Jewish American scientists|Jewish atheists|Jewish humanists|Jewish physicists|Jewish skeptics|Living people|Massachusetts Institute of Technology alumni|Theoretical physicists|Writers from New York City|Writers from Toronto|Yale University faculty,,,"Lawrence Maxwell Krauss (born 27 May 1954) is an American theoretical physicist and cosmologist who is Foundation Professor of the School of Earth and Space Exploration at Arizona State University, and director of its Origins Project. He is known as an advocate of the public understanding of science, of public policy based on sound empirical data, of scientific skepticism and of science education, and works to reduce the influence of what he opines as superstition and religious dogma in popular culture.",,,American physicist,Roscoe Giles,,Cosmology|Theoretical physics,Lawrence M. Krauss,male,Lawrence,,,http://en.wikipedia.org/wiki/Lawrence_M._Krauss,Dark energy,Lawrence M. Krauss,American,,,,http://dbpedia.org/resource/Lawrence_M._Krauss,,http://dbpedia.org/data/Lawrence_M._Krauss.json,Nancy Dahl,,,Gravitation and phase transitions in the early universe,http://library.mit.edu/item/000160895,1982,http://commons.wikimedia.org/wiki/Special:FilePath/Laurence_Krauss.JPG?width=300,http://en.wikipedia.org/wiki/Lawrence_M._Krauss?oldid=744076689,876263,744076689,
"Lee Smolin (/ˈsmoʊlɪn/; born 1955) is an American theoretical physicist, a faculty member at the Perimeter Institute for Theoretical Physics, an adjunct professor of physics at the University of Waterloo and a member of the graduate faculty of the philosophy department at the University of Toronto. Smolin is best known for his contributions to quantum gravity theory, in particular the approach known as loop quantum gravity. He advocates that the two primary approaches to quantum gravity, loop quantum gravity and string theory, can be reconciled as different aspects of the same underlying theory. His research interests also include cosmology, elementary particle theory, the foundations of quantum mechanics, and theoretical biology.",,Hampshire College|Harvard University,,1955-06-06,,New York City,1955 births|American atheists|American physicists|Cosmologists|Hampshire College alumni|Harvard University alumni|Institute for Advanced Study visiting scholars|Jewish American scientists|Jewish atheists|Living people|Theoretical physicists|University of Cincinnati alumni|University of Waterloo faculty,,,"Lee Smolin (/ˈsmoʊlɪn/; born 1955) is an American theoretical physicist, a faculty member at the Perimeter Institute for Theoretical Physics, an adjunct professor of physics at the University of Waterloo and a member of the graduate faculty of the philosophy department at the University of Toronto.",,,American cosmologist,Sidney Coleman|Stanley Deser,,Cosmology|Physics,Lee Smolin,male,Lee,,,http://en.wikipedia.org/wiki/Lee_Smolin,,Lee Smolin,American,,,,http://dbpedia.org/resource/Lee_Smolin,,http://dbpedia.org/data/Lee_Smolin.json,,Smolin,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/LeeSmolinAtHarvard.JPG?width=300,http://en.wikipedia.org/wiki/Lee_Smolin?oldid=723361538,171915,723361538,Perimeter Institute for Theoretical Physics|University of Waterloo
