abstract,academicAdvisor,almaMater,award,birthDate,birthName,birthPlace,categories,child,citizenship,comment,deathDate,deathPlace,description,doctoralAdvisor,doctoralStudent,field,fullName,gender,givenName,influenced,influencedBy,isPrimaryTopicOf,knownFor,name,nationality,notableStudent,parent,residence,resource,signature,source,spouse,surname,theorized,thesisTitle,thesisUrl,thesisYear,thumbnail,wasDerivedFrom,wikiPageID,wikiPageRevisionID,workplaces
"Jack St. Clair Kilby (November 8, 1923 – June 20, 2005) was an American electrical engineer who took part (along with Robert Noyce) in the realization of the first integrated circuit while working at Texas Instruments (TI) in 1958. He was awarded the Nobel Prize in physics on December 10, 2000. To congratulate him, US President Bill Clinton wrote, ""You can take pride in the knowledge that your work will help to improve lives for generations to come."" He is also the inventor of the handheld calculator and the thermal printer, for which he has patents. He also has patents for seven other inventions.",,University of Illinois at Urbana–Champaign|University of Wisconsin–Milwaukee,Charles Stark Draper Prize|Computer Pioneer Award|Harold Pender Award|IEEE Medal of Honor|Kyoto Prize|National Medal of Science|Nobel Prize in Physics,1923-11-08,,"Jefferson City, Missouri","1923 births|2005 deaths|Amateur radio people|American electrical engineers|American electronics engineers|American Nobel laureates|Deaths from cancer in Texas|Draper Prize winners|IEEE Medal of Honor recipients|National Medal of Science laureates|National Medal of Technology recipients|Nobel laureates in Physics|People from Jefferson City, Missouri|Scientists from Kansas|Texas Instruments people|University of Illinois at Urbana–Champaign alumni|University of Wisconsin–Milwaukee alumni",,,"Jack St. Clair Kilby (November 8, 1923 – June 20, 2005) was an American electrical engineer who took part (along with Robert Noyce) in the realization of the first integrated circuit while working at Texas Instruments (TI) in 1958. He was awarded the Nobel Prize in physics on December 10, 2000. To congratulate him, US President Bill Clinton wrote, ""You can take pride in the knowledge that your work will help to improve lives for generations to come.""",2005-06-20,Dallas,American electrical engineer,,,Electrical engineering|Physics,Jack Kilby,male,Jack,,,http://en.wikipedia.org/wiki/Jack_Kilby,,Jack Kilby,United States,,,,http://dbpedia.org/resource/Jack_Kilby,,http://dbpedia.org/data/Jack_Kilby.json,,Kilby,,,,,,http://en.wikipedia.org/wiki/Jack_Kilby?oldid=739260240,64069,739260240,
"Sir Jagdish Chandra Bose, CSI, CIE, FRS (/boʊs/; Bengali pronunciation: [dʒɔgod̪iʃ tʃɔnd̪ro bosu]; 30 November 1858 – 23 November 1937) was a polymath, physicist, biologist, biophysicist, botanist and archaeologist, as well as an early writer of science fiction. Living in British India, he pioneered the investigation of radio and microwave optics, made very significant contributions to plant science, and laid the foundations of experimental science in the Indian subcontinent. IEEE named him one of the fathers of radio science. He is considered the father of Bengali science fiction. He also invented the crescograph. A crater on the moon has been named in his honour. Born in Munshiganj, Bengal Presidency during the British Raj, Bose graduated from St. Xavier's College, Calcutta. He then went to the University of London to study medicine, but could not pursue studies in medicine because of health problems. Instead, he conducted his research with the Nobel Laureate Lord Rayleigh at Cambridge and returned to India. He then joined the Presidency College of University of Calcutta as a Professor of Physics. There, despite racial discrimination and a lack of funding and equipment, Bose carried on his scientific research. He made remarkable progress in his research of remote wireless signalling and was the first to use semiconductor junctions to detect radio signals. However, instead of trying to gain commercial benefit from this invention, Bose made his inventions public in order to allow others to further develop his research. Bose subsequently made a number of pioneering discoveries in plant physiology. He used his own invention, the crescograph, to measure plant response to various stimuli, and thereby scientifically proved parallelism between animal and plant tissues. Although Bose filed for a patent for one of his inventions because of peer pressure, his reluctance to any form of patenting was well known. To facilitate his research, he constructed automatic recorders capable of registering extremely slight movements; these instruments produced some striking results, such as Bose's demonstration of an apparent power of feeling in plants, exemplified by the quivering of injured plants. His books include Response in the Living and Non-Living (1902) and The Nervous Mechanism of Plants (1926).","John William Strutt, 3rd Baron Rayleigh","Christ's College, Cambridge|St. Xavier's College, Kolkata|University of Calcutta",Knight Bachelor|Order of the Indian Empire|Order of the Star of India,1858-11-30,,Bengal Presidency|Bikrampur|Munshiganj District|Presidencies and provinces of British India,"1858 births|1937 deaths|19th-century Indian scientists|20th-century Indian scientists|Alumni of Christ's College, Cambridge|Alumni of the University of London|Bengali chemists|Bengali people|Bengali physicists|Bengali scientists|Bengali-language science fiction writers|Brahmos|Companions of the Order of the Indian Empire|Companions of the Order of the Star of India|Das family of Telirbagh|Fellows of the Indian National Science Academy|Fellows of the Royal Society|Hare School alumni|History of radio|Indian knights|Indian physicists|Knights Bachelor|People from Bikrampur|People from Mymensingh District|Presidency University, Kolkata faculty|Radio pioneers|Scientists from Kolkata|St. Xavier's College, Calcutta alumni|University of Calcutta alumni|University of Calcutta faculty",,British Raj,"Sir Jagdish Chandra Bose, CSI, CIE, FRS (/boʊs/; Bengali pronunciation: [dʒɔgod̪iʃ tʃɔnd̪ro bosu]; 30 November 1858 – 23 November 1937) was a polymath, physicist, biologist, biophysicist, botanist and archaeologist, as well as an early writer of science fiction. Living in British India, he pioneered the investigation of radio and microwave optics, made very significant contributions to plant science, and laid the foundations of experimental science in the Indian subcontinent. IEEE named him one of the fathers of radio science. He is considered the father of Bengali science fiction. He also invented the crescograph. A crater on the moon has been named in his honour.",1937-11-23,Bengal Presidency|Giridih|Jharkhand,"Bengali polymath, physicist, biologist, botanist and archaeologist",,,Archaeology|Bengali literature|Bengali science fiction|Biology|Biophysics|Botany|Physics,Jagadish Chandra Bose,male,,,,http://en.wikipedia.org/wiki/Jagadish_Chandra_Bose,Botany|Crescograph|Extremely high frequency|Radio,"(CSI,CIE,FRS)|Jagadish Chandra Bose|Jagdish Chandra Bose|জগদীশ চন্দ্র বসু",,Meghnad Saha|Prasanta Chandra Mahalanobis|Satyendra Nath Bose|Sisir Kumar Mitra,,Bengal Presidency|Kolkata|Presidencies and provinces of British India,http://dbpedia.org/resource/Jagadish_Chandra_Bose,,http://dbpedia.org/data/Jagadish_Chandra_Bose.json,Abala Bose,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jagadish_Chandra_Bose_1926.jpg?width=300,http://en.wikipedia.org/wiki/Jagadish_Chandra_Bose?oldid=745226608,288059,745226608,
"Jamal Nazrul Islam (24 February 1939 – 16 March 2013) was a Bangladeshi mathematical physicist and cosmologist. He was a professor at University of Chittagong, served as a member of the advisory board at Shahjalal University of Science and Technology and member of the syndicate at Chittagong University of Engineering & Technology until his death . He also served as the director of the Research Center for Mathematical and Physical Sciences (RCMPS) at the University of Chittagong, Chittagong, Bangladesh.",,University of Calcutta|University of Cambridge,Ekushey Padak,1939-02-24,,East Bengal|Jhenaidah District|Presidencies and provinces of British India,"1939 births|2013 deaths|Alumni of Trinity College, Cambridge|Bangladeshi physicists|Bengali mathematicians|Bengali physicists|Fellows of Bangladesh Academy of Sciences|People from Chittagong|People from Jhenaidah District|Recipients of the Ekushey Padak|Shahjalal University of Science and Technology faculty|University of Calcutta alumni|University of Chittagong faculty",,,"Jamal Nazrul Islam (24 February 1939 – 16 March 2013) was a Bangladeshi mathematical physicist and cosmologist. He was a professor at University of Chittagong, served as a member of the advisory board at Shahjalal University of Science and Technology and member of the syndicate at Chittagong University of Engineering & Technology until his death . He also served as the director of the Research Center for Mathematical and Physical Sciences (RCMPS) at the University of Chittagong, Chittagong, Bangladesh.",2013-03-16,Bangladesh|Chittagong,Bangladeshi mathematician,,,Applied mathematics|Cosmology|General relativity|Mathematical physics|Quantum field theory|Theoretical physics,Jamal Nazrul Islam,male,Jamal,,,http://en.wikipedia.org/wiki/Jamal_Nazrul_Islam,,Jamal Nazrul Islam,,,,,http://dbpedia.org/resource/Jamal_Nazrul_Islam,,http://dbpedia.org/data/Jamal_Nazrul_Islam.json,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jamal_Nazrul_Islam_addressing_in_inaugural_ceremony_of_bookstall_Baatighar_cropped.jpg?width=300,http://en.wikipedia.org/wiki/Jamal_Nazrul_Islam?oldid=739612648,7713219,739612648,
"Sir James Alfred Ewing KCB FRS FRSE MInstitCE (27 March 1855 − 7 January 1935) was a Scottish physicist and engineer, best known for his work on the magnetic properties of metals and, in particular, for his discovery of, and coinage of the word, hysteresis. It was said of Ewing that he was 'Careful at all times of his appearance, his suits were mostly grey, added to which he generally wore – whatever the fashion – a white piqué stripe to his waistcoat, a mauve shirt, a white butterfly collar and a dark blue bow tie with white spots.' he was regarded as brilliant and successful, but was conscious of his dignity and position. On appointment to head the newly created Admiralty codebreaking department, the Director of Naval Intelligence, Henry Oliver, described him as 'too distinguished a man to be placed officially under the orders of the Director of Intelligence or Chief of Staff'. His first wife, Annie, was an American, a great great niece of George Washington.",,,Albert Medal (Royal Society of Arts)|Royal Medal,1855-03-27,,Dundee|Scotland,"1855 births|1935 deaths|Academics of the University of Cambridge|Academics of the University of Dundee|Academics of the University of Edinburgh|Alumni of the University of Edinburgh|British people of World War I|Deputy Lieutenants of Edinburgh|Fellows of King's College, Cambridge|Fellows of the Royal Society|Foreign advisors to the government in Meiji-period Japan|Foreign educators in Japan|Knights Commander of the Order of the Bath|People educated at the High School of Dundee|People from Dundee|Presidents of the British Science Association|Presidents of the Royal Society of Edinburgh|Principals of the University of Edinburgh|Royal Medal winners|Scottish civil engineers|Scottish engineers|Scottish expatriates in Japan|Scottish physicists|University of Tokyo faculty",,,"Sir James Alfred Ewing KCB FRS FRSE MInstitCE (27 March 1855 − 7 January 1935) was a Scottish physicist and engineer, best known for his work on the magnetic properties of metals and, in particular, for his discovery of, and coinage of the word, hysteresis.",1935-01-07,Edinburgh,"Scottish physicist, engineer",,,Physics,James Alfred Ewing,male,James,,,http://en.wikipedia.org/wiki/James_Alfred_Ewing,Hysteresis,James Alfred Ewing|Sir James Alfred Ewing,Scottish,,,,http://dbpedia.org/resource/James_Alfred_Ewing,,http://dbpedia.org/data/James_Alfred_Ewing.json,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/James_A_Ewing_1855-1835.jpg?width=300,http://en.wikipedia.org/wiki/James_Alfred_Ewing?oldid=733152744,844570,733152744,
"Sir James Chadwick, CH, FRS (20 October 1891 – 24 July 1974) was an English physicist who was awarded the 1935 Nobel Prize in Physics for his discovery of the neutron in 1932. In 1941, he wrote the final draft of the MAUD Report, which inspired the U.S. government to begin serious atomic bomb research efforts. He was the head of the British team that worked on the Manhattan Project during the Second World War. He was knighted in England in 1945 for his achievements in physics. Chadwick graduated from the Victoria University of Manchester in 1911, where he studied under Ernest Rutherford (known as the ""father of nuclear physics""). At Manchester, he continued to study under Rutherford until he was awarded his MSc in 1913. The same year, Chadwick was awarded an 1851 Research Fellowship from the Royal Commission for the Exhibition of 1851. He elected to study beta radiation under Hans Geiger in Berlin. Using Geiger's recently developed Geiger counter, Chadwick was able to demonstrate that beta radiation produced a continuous spectrum, and not discrete lines as had been thought. Still in Germany when the First World War broke out in Europe, he spent the next four years in the Ruhleben internment camp. After the war, Chadwick followed Rutherford to the Cavendish Laboratory at the University of Cambridge, where Chadwick earned his Doctor of Philosophy degree under Rutherford's supervision from Gonville and Caius College, Cambridge, in June 1921. He was Rutherford's assistant director of research at the Cavendish Laboratory for over a decade at a time when it was one of the world's foremost centres for the study of physics, attracting students like John Cockcroft, Norman Feather, and Mark Oliphant. Chadwick followed his discovery of the neutron by measuring its mass. He anticipated that neutrons would become a major weapon in the fight against cancer. Chadwick left the Cavendish Laboratory in 1935 to become a professor of physics at the University of Liverpool, where he overhauled an antiquated laboratory and, by installing a cyclotron, made it an important centre for the study of nuclear physics. During the Second World War, Chadwick carried out research as part of the Tube Alloys project to build an atomic bomb, while his Liverpool lab and environs were harassed by Luftwaffe bombing. When the Quebec Agreement merged his project with the American Manhattan Project, he became part of the British Mission, and worked at the Los Alamos Laboratory and in Washington, D.C. He surprised everyone by earning the almost-complete trust of project director Leslie R. Groves, Jr. For his efforts, Chadwick received a knighthood in the New Year Honours on 1 January 1945. In July 1945, he viewed the Trinity nuclear test. After this, he served as the British scientific advisor to the United Nations Atomic Energy Commission. Uncomfortable with the trend toward Big Science, Chadwick became the Master of Gonville and Caius College in 1948. He retired in 1959.",,University of Cambridge|University of Manchester,Copley Medal|Faraday Medal|Faraday Medal and Prize|Fellow of the Royal Society|Franklin Medal|Hughes Medal|Knight Bachelor|Melchett Medal|Nobel Prize in Physics|Order of the Companions of Honour,1891-10-20,,Bollington|Cheshire|Manchester,"1891 births|1974 deaths|20th-century physicists|Academics of the University of Liverpool|Academics of the Victoria University of Manchester|Alumni of Gonville and Caius College, Cambridge|Alumni of the Victoria University of Manchester|English atheists|English Nobel laureates|English nuclear physicists|English physicists|Experimental physicists|Fellows of Gonville and Caius College, Cambridge|Fellows of the Royal Society|Knights Bachelor|Manhattan Project people|Masters of Gonville and Caius College, Cambridge|Medal for Merit recipients|Members of the Order of the Companions of Honour|Members of the Royal Netherlands Academy of Arts and Sciences|Nobel laureates in Physics|People from Bollington|Recipients of the Copley Medal|Recipients of the Pour le Mérite (civil class)|World War I civilian detainees held by Germany",,British,"Sir James Chadwick, CH, FRS (20 October 1891 – 24 July 1974) was an English physicist who was awarded the 1935 Nobel Prize in Physics for his discovery of the neutron in 1932. In 1941, he wrote the final draft of the MAUD Report, which inspired the U.S. government to begin serious atomic bomb research efforts. He was the head of the British team that worked on the Manhattan Project during the Second World War. He was knighted in England in 1945 for his achievements in physics.",1974-07-24,Cambridge,English physicist,Ernest Rutherford,Charles Drummond Ellis|Ernest C. Pollard|Étienne Biéler|Maurice Goldhaber,Physics,James Chadwick,male,James,,Philip Burton Moon,http://en.wikipedia.org/wiki/James_Chadwick,Discovery of the neutron|Manhattan Project|MAUD Committee,James Chadwick|Sir James Chadwick,English,,,,http://dbpedia.org/resource/James_Chadwick,,http://dbpedia.org/data/James_Chadwick.json,,Chadwick,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/James_Chadwick.jpg?width=300,http://en.wikipedia.org/wiki/James_Chadwick?oldid=745254345,174316,745254345,
"James Watson Cronin (September 29, 1931 – August 25, 2016) was an American particle physicist. Cronin was born in Chicago, Illinois, and attended Southern Methodist University in Dallas, Texas. He and co-researcher Val Logsdon Fitch were awarded the 1980 Nobel Prize in Physics for a 1964 experiment that proved that certain subatomic reactions do not adhere to fundamental symmetry principles. Specifically, they proved, by examining the decay of kaons, that a reaction run in reverse does not merely retrace the path of the original reaction, which showed that the interactions of subatomic particles are not indifferent to time reversal. Thus the phenomenon of CP violation was discovered. Cronin received the Ernest Orlando Lawrence Award in 1976 for major experimental contributions to particle physics including fundamental work on weak interactions culminating in the discovery of asymmetry under time reversal. In 1999, he was awarded the National Medal of Science. Cronin was Professor Emeritus at the University of Chicago and a spokesperson emeritus for the Auger project. Cronin was a member of the Board of Sponsors of the Bulletin of the Atomic Scientists.",,Southern Methodist University|University of Chicago,Ernest Orlando Lawrence Award|John Price Wetherill Medal|National Medal of Science|Nobel Prize in Physics,1931-09-29,James Watson Cronin,Chicago,1931 births|2016 deaths|American Nobel laureates|American nuclear physicists|American physicists|Foreign Members of the Royal Society|Foreign Members of the Russian Academy of Sciences|Members of the United States National Academy of Sciences|National Medal of Science laureates|Nobel laureates in Physics|People associated with CERN|University of Chicago alumni|University of Chicago faculty|Weak interaction physicists,,,"James Watson Cronin (September 29, 1931 – August 25, 2016) was an American particle physicist. Cronin was born in Chicago, Illinois, and attended Southern Methodist University in Dallas, Texas. He and co-researcher Val Logsdon Fitch were awarded the 1980 Nobel Prize in Physics for a 1964 experiment that proved that certain subatomic reactions do not adhere to fundamental symmetry principles. Specifically, they proved, by examining the decay of kaons, that a reaction run in reverse does not merely retrace the path of the original reaction, which showed that the interactions of subatomic particles are not indifferent to time reversal. Thus the phenomenon of CP violation was discovered.",2016-08-25,"Saint Paul, Minnesota",American physicist,,,Physics,James Cronin,male,James,,,http://en.wikipedia.org/wiki/James_Cronin,Nuclear physics,James Cronin,American,,,,http://dbpedia.org/resource/James_Cronin,,http://dbpedia.org/data/James_Cronin.json,,Cronin,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/James-cronin.jpg?width=300,http://en.wikipedia.org/wiki/James_Cronin?oldid=740723838,396732,740723838,University of Chicago
"Sir James Dewar FRS FRSE (20 September 1842 – 27 March 1923) was a Scottish chemist and physicist. He is probably best-known today for his invention of the vacuum flask, which he used in conjunction with extensive research into the liquefaction of gases. He was also particularly interested in atomic and molecular spectroscopy, working in these fields for more than 25 years.",,University of Edinburgh,Albert Medal (Royal Society of Arts)|Franklin Medal|Lavoisier Medal|Rumford Medal|Smithsonian Institution,1842-09-20,,Kincardine|Scotland,"1842 births|1923 deaths|Alumni of the University of Edinburgh|Cordite|Fellows of Peterhouse, Cambridge|Fellows of the Royal Society|Golders Green Crematorium|Knights Bachelor|People educated at Dollar Academy|People from Kincardine|Presidents of the Smeatonian Society of Civil Engineers|Recipients of the Copley Medal|Scottish chemists|Scottish inventors|Scottish physicists",,,"Sir James Dewar FRS FRSE (20 September 1842 – 27 March 1923) was a Scottish chemist and physicist. He is probably best-known today for his invention of the vacuum flask, which he used in conjunction with extensive research into the liquefaction of gases. He was also particularly interested in atomic and molecular spectroscopy, working in these fields for more than 25 years.",1923-03-27,England|London,Scottish chemist and physicist,"Lyon Playfair, 1st Baron Playfair",,Chemistry|Physics,James Dewar,male,James,,Johannes Diderik van der Waals,http://en.wikipedia.org/wiki/James_Dewar,Liquid hydrogen|Liquid oxygen,James Dewar|Sir James Dewar,British|Scottish,,,,http://dbpedia.org/resource/James_Dewar,,http://dbpedia.org/data/James_Dewar.json,,Dewar,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/James_Dewar.jpg?width=300,http://en.wikipedia.org/wiki/James_Dewar?oldid=734534619,55279,734534619,
"James Franck (26 August 1882 – 21 May 1964) was a German physicist who won the 1925 Nobel Prize for Physics with Gustav Hertz ""for their discovery of the laws governing the impact of an electron upon an atom"". He completed his doctorate in 1906 and his habilitation in 1911 at the Frederick William University in Berlin, where he lectured and taught until 1918, having reached the position of professor extraordinarius. He served as a volunteer in the German Army during World War I. He was seriously injured in 1917 in a gas attack and was awarded the Iron Cross 1st Class. Franck became the Head of the Physics Division of the Kaiser Wilhelm Gesellschaft for Physical Chemistry. In 1920, Franck became professor ordinarius of experimental physics and Director of the Second Institute for Experimental Physics at the University of Göttingen. While there he worked on quantum physics with Max Born, who was Director of the Institute of Theoretical Physics. His work included the Franck–Hertz experiment, an important confirmation of the Bohr model of the atom. He promoted the careers of women in physics, notably Lise Meitner, Hertha Sponer and Hilde Levi. After the NSDAP came to power in Germany in 1933, Franck resigned his post in protest against the dismissal of fellow academics. He assisted Frederick Lindemann in helping dismissed Jewish scientists find work overseas, before he left Germany in November 1933. After a year at the Niels Bohr Institute in Denmark, he moved to the United States, where he worked at Johns Hopkins University in Baltimore and then the University of Chicago. During this period he became interested in photosynthesis. Franck participated in the Manhattan Project during World War II as Director of the Chemistry Division of the Metallurgical Laboratory. He was also the chairman of the Committee on Political and Social Problems regarding the atomic bomb, which is best known for the compilation of the Franck Report, which recommended that the atomic bombs not be used on the Japanese cities without warning.",,Heidelberg University|Humboldt University of Berlin,Fellow of the Royal Society|Hanseatic Cross|Iron Cross|Max Planck Medal|Nobel Prize in Physics|Rumford Prize,1882-08-26,,German Empire|Hamburg,"1882 births|1964 deaths|20th-century American scientists|20th-century physicists|American agnostics|American people of German-Jewish descent|Corresponding Members of the USSR Academy of Sciences|Experimental physicists|Foreign Members of the Royal Society|Foreign Members of the USSR Academy of Sciences|German agnostics|German emigrants to the United States|German Jews|German military personnel of World War I|German Nobel laureates|German physicists|Heidelberg University alumni|Humboldt University of Berlin alumni|Humboldt University of Berlin faculty|Jewish agnostics|Jewish American scientists|Jewish emigrants from Nazi Germany to the United States|Jewish physicists|Johns Hopkins University faculty|Manhattan Project people|Nobel laureates in Physics|Pantheists|People from Hamburg|Quantum physicists|Recipients of the Hanseatic Cross (Hamburg)|Recipients of the Iron Cross (1914), 1st class|Spectroscopists|University of Chicago faculty|University of Göttingen faculty|Winners of the Max Planck Medal",,Germany|United States,"James Franck (26 August 1882 – 21 May 1964) was a German physicist who won the 1925 Nobel Prize for Physics with Gustav Hertz ""for their discovery of the laws governing the impact of an electron upon an atom"". He completed his doctorate in 1906 and his habilitation in 1911 at the Frederick William University in Berlin, where he lectured and taught until 1918, having reached the position of professor extraordinarius. He served as a volunteer in the German Army during World War I. He was seriously injured in 1917 in a gas attack and was awarded the Iron Cross 1st Class.",1964-05-21,Göttingen|West Germany,German physicist,Emil Warburg,Arthur R. von Hippel|Theodore Puck|Wilhelm Hanle,Physics,James Franck,male,James,,,http://en.wikipedia.org/wiki/James_Franck,Franck Report|Franck–Condon principle|Franck–Hertz experiment,James Franck,German,,,,http://dbpedia.org/resource/James_Franck,,http://dbpedia.org/data/James_Franck.json,,Franck,,Über die Beweglichkeit der Ladungsträger der Spitzenentladung,,1906,http://commons.wikimedia.org/wiki/Special:FilePath/James_Franck_1925.jpg?width=300,http://en.wikipedia.org/wiki/James_Franck?oldid=745160267,381797,745160267,Humboldt University of Berlin|Johns Hopkins University|Metallurgical Laboratory|University of Chicago|University of Göttingen
"Sir James Hopwood Jeans OM FRS MA DSc ScD LLD (11 September 1877 – 16 September 1946) was an English physicist, astronomer and mathematician.",,"Merchant Taylors' School, Northwood|University of Cambridge",Adams Prize|Royal Medal|Smith's Prize,1877-09-11,,Lancashire|Ormskirk|Southport,"1877 births|1946 deaths|19th-century English mathematicians|20th-century English mathematicians|Academics of the University of Cambridge|Alumni of Trinity College, Cambridge|British physicists|English agnostics|English astronomers|Fellows of the Royal Society|Idealists|Knights Bachelor|Members of the Order of Merit|People educated at Merchant Taylors' School, Northwood|People educated at Wilson's School, Wallington|People from Ormskirk|Presidents of the British Science Association|Presidents of the Royal Astronomical Society|Princeton University faculty|Recipients of the Gold Medal of the Royal Astronomical Society|Royal Medal winners|Second Wranglers",,,"Sir James Hopwood Jeans OM FRS MA DSc ScD LLD (11 September 1877 – 16 September 1946) was an English physicist, astronomer and mathematician.",1946-09-16,Dorking|Surrey,British mathematician and astronomer,,,"astronomy, mathematics, physics",James Hopwood Jeans,male,James,,,http://en.wikipedia.org/wiki/James_Hopwood_Jeans,Jeans instability|Rayleigh–Jeans law,James Hopwood Jeans|Sir James Hopwood Jeans,British,Ronald Fisher,,,http://dbpedia.org/resource/James_Hopwood_Jeans,,http://dbpedia.org/data/James_Hopwood_Jeans.json,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/James_Hopwood_Jeans.jpg?width=300,http://en.wikipedia.org/wiki/James_Hopwood_Jeans?oldid=743831762,758413,743831762,"Princeton University|Trinity College, Cambridge"
James R. Wait was an electrical engineer and engineering physicist.,,,,1924-01-23,,Ottawa,"Canadian electrical engineers|Canadian physicists|Fellow Members of the IEEE|Living people|Members of the United States National Academy of Engineering|People from Jerome, Arizona|People from Ottawa|People from Tucson, Arizona",,,James R. Wait was an electrical engineer and engineering physicist.,1998-10-01,,Canadian electrical engineer and physicist,,,,James R. Wait,male,James,,,http://en.wikipedia.org/wiki/James_R._Wait,,James R. Wait,,,,,http://dbpedia.org/resource/James_R._Wait,,http://dbpedia.org/data/James_R._Wait.json,,,,,,,,http://en.wikipedia.org/wiki/James_R._Wait?oldid=714076998,16897364,714076998,
"Leo James Rainwater (December 9, 1917 – May 31, 1986) was an American physicist who shared the Nobel Prize in Physics in 1975 for his part in determining the asymmetrical shapes of certain atomic nuclei. During World War II, he worked on the Manhattan Project that developed the first atomic bombs. In 1949, he began developing his theory that, contrary to what was then believed, not all atomic nuclei are spherical. His ideas were later tested and confirmed by Aage Bohr's and Ben Mottelson's experiments. He also contributed to the scientific understanding of X-rays and participated in the United States Atomic Energy Commission and naval research projects. Rainwater joined the physics faculty at Columbia in 1946, where he reached the rank of full professor in 1952 and was named Pupin Professor of Physics in 1982. He received the Ernest Orlando Lawrence Award for Physics in 1963 and in 1975 was awarded the Nobel Prize in Physics, ""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection"".",,California Institute of Technology|Columbia University,Ernest Orlando Lawrence Award|Nobel Prize in Physics,1917-12-09,,"Council, Idaho|Idaho","1917 births|1986 deaths|American Nobel laureates|American nuclear physicists|California Institute of Technology alumni|Columbia University alumni|Columbia University faculty|Fellow Members of the IEEE|Fellows of the American Physical Society|Manhattan Project people|Members of the Optical Society|Members of the United States National Academy of Sciences|Nobel laureates in Physics|People from Adams County, Idaho",,,"Leo James Rainwater (December 9, 1917 – May 31, 1986) was an American physicist who shared the Nobel Prize in Physics in 1975 for his part in determining the asymmetrical shapes of certain atomic nuclei.",1986-05-31,New York City,American physicist,John R. Dunning,,,James Rainwater,male,James,,,http://en.wikipedia.org/wiki/James_Rainwater,,James Rainwater|Leo James Rainwater,,,,,http://dbpedia.org/resource/James_Rainwater,,http://dbpedia.org/data/James_Rainwater.json,,Rainwater,,"Neutron beam spectrometer studies of boron, cadmium, and the energy distribution from paraffin",,1946,,http://en.wikipedia.org/wiki/James_Rainwater?oldid=740423362,396661,740423362,Columbia University|Manhattan Project
"Johannes (Jan) Martinus Burgers (January 13, 1895 – June 7, 1981) was a Dutch physicist and the brother of the physicist W. G. Burgers. Burgers studied in Leiden under Paul Ehrenfest, where he obtained his PhD in 1918. He is credited to be the father of Burgers' equation, the Burgers vector in dislocation theory and the Burgers material in viscoelasticity. Jan Burgers was one of the co-founders of the International Union of Theoretical and Applied Mechanics (IUTAM) in 1946, and was its secretary-general from 1946 until 1952. In 1931 he became member of the Royal Netherlands Academy of Arts and Sciences, in 1955 he became foreign member.",,Leiden University,ASME Medal|Otto Laporte Award,1895-01-13,,Arnhem|Netherlands,1895 births|1981 deaths|Delft University of Technology faculty|Dutch physicists|Leiden University alumni|Members of the Royal Netherlands Academy of Arts and Sciences|People from Arnhem,,,"Johannes (Jan) Martinus Burgers (January 13, 1895 – June 7, 1981) was a Dutch physicist and the brother of the physicist W. G. Burgers. Burgers studied in Leiden under Paul Ehrenfest, where he obtained his PhD in 1918. He is credited to be the father of Burgers' equation, the Burgers vector in dislocation theory and the Burgers material in viscoelasticity. Jan Burgers was one of the co-founders of the International Union of Theoretical and Applied Mechanics (IUTAM) in 1946, and was its secretary-general from 1946 until 1952.",1981-06-07,"Washington, D.C.",Dutch physicist,Paul Ehrenfest,,Physicist,Jan Burgers,male,Jan,,,http://en.wikipedia.org/wiki/Jan_Burgers,Burgers' equation|Burgers material|Burgers vector,J. M. Burgers|Jan Burgers,Netherlands,,,Netherlands,http://dbpedia.org/resource/Jan_Burgers,,http://dbpedia.org/data/Jan_Burgers.json,,Burgers,,,,,,http://en.wikipedia.org/wiki/Jan_Burgers?oldid=736239684,2145741,736239684,
